learner_id,learner_name,grade,term,subject,score,assessment_date
L004,Linda Akinyi,Grade 7,Term 2,English,88.65,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,78.8,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Mathematics,81.38,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Integrated Science,72.56,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Health Education,75.17,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Social Studies,90.4,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Religious Education,83.33,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Pre-Technical and Pre-Career Education,83.7,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Agriculture,84.1,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Business Studies,71.92,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Life Skills Education,82.65,2023-08-15
L004,Linda Akinyi,Grade 7,Term 2,Sports and Physical Education,77.76,2023-08-15
L004,Linda Akinyi,Grade 7,Term 3,English,82.3,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,79.75,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Mathematics,79.97,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Integrated Science,70.94,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Health Education,77.79,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Social Studies,91.58,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Religious Education,80.03,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Pre-Technical and Pre-Career Education,77.76,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Agriculture,79.77,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Business Studies,71.26,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Life Skills Education,77.1,2023-11-20
L004,Linda Akinyi,Grade 7,Term 3,Sports and Physical Education,77.64,2023-11-20
L004,Linda Akinyi,Grade 8,Term 1,English,84.14,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,80.84,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Mathematics,73.53,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Integrated Science,78.22,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Health Education,79.06,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Social Studies,91.06,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Religious Education,90.31,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Pre-Technical and Pre-Career Education,76.98,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Agriculture,85.93,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Business Studies,76.63,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Life Skills Education,80.65,2024-04-15
L004,Linda Akinyi,Grade 8,Term 1,Sports and Physical Education,84.1,2024-04-15
L004,Linda Akinyi,Grade 8,Term 2,English,84.61,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,80.82,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Mathematics,83.38,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Integrated Science,78.95,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Health Education,81.37,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Social Studies,91.5,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Religious Education,89.47,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Pre-Technical and Pre-Career Education,87.31,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Agriculture,82.31,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Business Studies,74.01,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Life Skills Education,81.41,2024-08-15
L004,Linda Akinyi,Grade 8,Term 2,Sports and Physical Education,78.65,2024-08-15
L004,Linda Akinyi,Grade 8,Term 3,English,89.52,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,86.12,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Mathematics,82.26,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Integrated Science,79.71,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Health Education,86.25,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Social Studies,95.0,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Religious Education,87.31,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Pre-Technical and Pre-Career Education,88.08,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Agriculture,84.14,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Business Studies,79.01,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Life Skills Education,77.65,2024-11-20
L004,Linda Akinyi,Grade 8,Term 3,Sports and Physical Education,79.73,2024-11-20
L004,Linda Akinyi,Grade 9,Term 1,English,92.52,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,80.15,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Mathematics,77.88,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Integrated Science,74.76,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Health Education,81.81,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Social Studies,88.79,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Religious Education,91.88,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Pre-Technical and Pre-Career Education,81.83,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Agriculture,88.78,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Business Studies,77.07,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Life Skills Education,86.56,2025-04-15
L004,Linda Akinyi,Grade 9,Term 1,Sports and Physical Education,80.84,2025-04-15
L004,Linda Akinyi,Grade 9,Term 2,English,92.06,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,79.53,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Mathematics,86.21,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Integrated Science,74.33,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Health Education,78.25,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Social Studies,95.0,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Religious Education,83.41,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Pre-Technical and Pre-Career Education,79.78,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Agriculture,81.73,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Business Studies,82.38,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Life Skills Education,84.87,2025-08-15
L004,Linda Akinyi,Grade 9,Term 2,Sports and Physical Education,78.94,2025-08-15
L004,Linda Akinyi,Grade 9,Term 3,English,89.86,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,81.02,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Mathematics,86.89,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Integrated Science,77.68,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Health Education,80.99,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Social Studies,90.8,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Religious Education,90.4,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Pre-Technical and Pre-Career Education,90.71,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Agriculture,87.6,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Business Studies,82.41,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Life Skills Education,80.5,2025-11-20
L004,Linda Akinyi,Grade 9,Term 3,Sports and Physical Education,80.38,2025-11-20
L005,Mary Chebet,Grade 7,Term 1,English,62.52,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,62.28,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Mathematics,47.25,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Integrated Science,51.96,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Health Education,44.01,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Social Studies,56.02,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Religious Education,52.05,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Pre-Technical and Pre-Career Education,48.54,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Agriculture,56.64,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Business Studies,50.03,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Life Skills Education,59.24,2023-04-15
L005,Mary Chebet,Grade 7,Term 1,Sports and Physical Education,49.21,2023-04-15
L005,Mary Chebet,Grade 7,Term 2,English,61.03,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,61.65,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Mathematics,48.39,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Integrated Science,55.49,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Health Education,50.73,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Social Studies,53.63,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Religious Education,57.38,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Pre-Technical and Pre-Career Education,45.28,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Agriculture,53.08,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Business Studies,53.84,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Life Skills Education,56.91,2023-08-15
L005,Mary Chebet,Grade 7,Term 2,Sports and Physical Education,45.36,2023-08-15
L005,Mary Chebet,Grade 7,Term 3,English,61.49,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,63.21,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Mathematics,44.73,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Integrated Science,57.29,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Health Education,42.97,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Social Studies,55.97,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Religious Education,55.39,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Pre-Technical and Pre-Career Education,43.7,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Agriculture,48.25,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Business Studies,58.58,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Life Skills Education,51.06,2023-11-20
L005,Mary Chebet,Grade 7,Term 3,Sports and Physical Education,44.93,2023-11-20
L005,Mary Chebet,Grade 8,Term 1,English,61.11,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,58.01,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Mathematics,53.63,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Integrated Science,55.48,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Health Education,43.5,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Social Studies,51.17,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Religious Education,59.29,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Pre-Technical and Pre-Career Education,40.64,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Agriculture,56.02,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Business Studies,54.77,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Life Skills Education,57.6,2024-04-15
L005,Mary Chebet,Grade 8,Term 1,Sports and Physical Education,50.39,2024-04-15
L005,Mary Chebet,Grade 8,Term 2,English,59.65,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,59.87,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Mathematics,52.84,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Integrated Science,48.96,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Health Education,43.07,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Social Studies,58.87,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Religious Education,52.42,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Pre-Technical and Pre-Career Education,46.26,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Agriculture,53.48,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Business Studies,55.4,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Life Skills Education,54.13,2024-08-15
L005,Mary Chebet,Grade 8,Term 2,Sports and Physical Education,51.18,2024-08-15
L005,Mary Chebet,Grade 8,Term 3,English,56.39,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,62.4,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Mathematics,47.27,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Integrated Science,50.88,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Health Education,42.14,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Social Studies,53.58,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Religious Education,50.56,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Pre-Technical and Pre-Career Education,45.92,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Agriculture,56.82,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Business Studies,51.77,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Life Skills Education,52.03,2024-11-20
L005,Mary Chebet,Grade 8,Term 3,Sports and Physical Education,48.49,2024-11-20
L005,Mary Chebet,Grade 9,Term 1,English,60.93,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,65.61,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Mathematics,50.24,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Integrated Science,51.4,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Health Education,42.09,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Social Studies,53.79,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Religious Education,51.93,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Pre-Technical and Pre-Career Education,42.17,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Agriculture,48.76,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Business Studies,55.78,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Life Skills Education,52.86,2025-04-15
L005,Mary Chebet,Grade 9,Term 1,Sports and Physical Education,54.07,2025-04-15
L005,Mary Chebet,Grade 9,Term 2,English,59.26,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,62.74,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Mathematics,46.03,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Integrated Science,58.01,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Health Education,46.56,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Social Studies,61.46,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Religious Education,55.93,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Pre-Technical and Pre-Career Education,45.53,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Agriculture,53.62,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Business Studies,52.11,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Life Skills Education,50.6,2025-08-15
L005,Mary Chebet,Grade 9,Term 2,Sports and Physical Education,53.9,2025-08-15
L005,Mary Chebet,Grade 9,Term 3,English,58.64,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,64.31,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Mathematics,49.22,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Integrated Science,49.45,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Health Education,48.26,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Social Studies,52.65,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Religious Education,51.45,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Pre-Technical and Pre-Career Education,46.72,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Agriculture,52.29,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Business Studies,61.19,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Life Skills Education,51.53,2025-11-20
L005,Mary Chebet,Grade 9,Term 3,Sports and Physical Education,52.14,2025-11-20
L006,Brian Ogot,Grade 7,Term 1,English,72.9,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,64.74,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Mathematics,69.32,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Integrated Science,65.42,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Health Education,64.92,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Social Studies,68.92,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Religious Education,72.29,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Pre-Technical and Pre-Career Education,60.98,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Agriculture,67.31,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Business Studies,60.14,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Life Skills Education,70.85,2023-04-15
L006,Brian Ogot,Grade 7,Term 1,Sports and Physical Education,74.85,2023-04-15
L006,Brian Ogot,Grade 7,Term 2,English,71.71,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,67.3,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Mathematics,70.36,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Integrated Science,68.82,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Health Education,70.46,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Social Studies,74.16,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Religious Education,67.72,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Pre-Technical and Pre-Career Education,57.81,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Agriculture,70.18,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Business Studies,59.38,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Life Skills Education,71.52,2023-08-15
L006,Brian Ogot,Grade 7,Term 2,Sports and Physical Education,67.79,2023-08-15
L006,Brian Ogot,Grade 7,Term 3,English,72.51,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,74.33,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Mathematics,74.75,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Integrated Science,69.94,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Health Education,74.88,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Social Studies,71.03,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Religious Education,71.53,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Pre-Technical and Pre-Career Education,60.63,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Agriculture,72.88,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Business Studies,61.49,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Life Skills Education,75.39,2023-11-20
L006,Brian Ogot,Grade 7,Term 3,Sports and Physical Education,71.87,2023-11-20
L006,Brian Ogot,Grade 8,Term 1,English,79.36,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,76.28,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Mathematics,77.05,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Integrated Science,68.28,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Health Education,65.8,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Social Studies,69.6,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Religious Education,74.63,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Pre-Technical and Pre-Career Education,67.48,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Agriculture,75.66,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Business Studies,59.49,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Life Skills Education,78.72,2024-04-15
L006,Brian Ogot,Grade 8,Term 1,Sports and Physical Education,76.93,2024-04-15
L006,Brian Ogot,Grade 8,Term 2,English,80.06,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,75.77,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Mathematics,71.66,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Integrated Science,68.11,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Health Education,71.16,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Social Studies,71.02,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Religious Education,79.01,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Pre-Technical and Pre-Career Education,63.55,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Agriculture,78.91,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Business Studies,70.68,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Life Skills Education,76.34,2024-08-15
L006,Brian Ogot,Grade 8,Term 2,Sports and Physical Education,73.22,2024-08-15
L006,Brian Ogot,Grade 8,Term 3,English,78.18,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,69.41,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Mathematics,72.26,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Integrated Science,67.69,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Health Education,72.52,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Social Studies,76.13,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Religious Education,73.28,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Pre-Technical and Pre-Career Education,67.86,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Agriculture,71.11,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Business Studies,61.75,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Life Skills Education,74.81,2024-11-20
L006,Brian Ogot,Grade 8,Term 3,Sports and Physical Education,70.84,2024-11-20
L006,Brian Ogot,Grade 9,Term 1,English,84.08,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,78.66,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Mathematics,80.33,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Integrated Science,63.93,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Health Education,77.4,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Social Studies,74.81,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Religious Education,70.31,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Pre-Technical and Pre-Career Education,65.93,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Agriculture,78.3,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Business Studies,67.03,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Life Skills Education,77.75,2025-04-15
L006,Brian Ogot,Grade 9,Term 1,Sports and Physical Education,70.96,2025-04-15
L006,Brian Ogot,Grade 9,Term 2,English,79.45,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,71.47,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Mathematics,75.19,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Integrated Science,74.37,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Health Education,73.94,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Social Studies,70.93,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Religious Education,77.48,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Pre-Technical and Pre-Career Education,69.76,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Agriculture,80.01,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Business Studies,65.72,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Life Skills Education,73.9,2025-08-15
L006,Brian Ogot,Grade 9,Term 2,Sports and Physical Education,75.72,2025-08-15
L006,Brian Ogot,Grade 9,Term 3,English,79.91,2025-11-20
L006,Brian Ogot,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,80.17,2025-11-20
L006,Brian Ogot,Grade 9,Term 3,Mathematics,74.03,2025-11-20
